exit_id,employee_id,exit_date,exit_reason,voluntary
704926,227476,2022-04-16,Better Opportunity,Yes
704927,227477,2026-04-14,Compensation,Yes
704928,227478,2025-10-13,Performance Issues,No
704929,227482,2022-06-16,Better Opportunity,Yes
704930,227487,2022-07-18,Better Opportunity,Yes
704931,227492,2020-10-12,Better Opportunity,Yes
704932,227494,2026-05-11,Better Opportunity,Yes
704933,227500,2026-04-06,Career Growth,Yes
704934,227505,2025-07-31,Personal Reasons,Yes
704935,227512,2026-01-20,Better Opportunity,Yes
704936,227514,2024-02-25,Better Opportunity,Yes
704937,227515,2025-10-29,Compensation,Yes
704938,227521,2026-03-26,Compensation,Yes
704939,227522,2024-06-12,Better Opportunity,Yes
704940,227529,2024-08-11,Performance Issues,No
704941,227535,2024-02-23,Compensation,Yes
704942,227547,2021-04-30,Better Opportunity,Yes
704943,227549,2023-11-15,Compensation,Yes
704944,227552,2021-09-19,Better Opportunity,Yes
704945,227555,2025-05-17,Career Growth,Yes
704946,227571,2022-08-12,Better Opportunity,Yes
704947,227578,2025-11-10,Career Growth,Yes
704948,227584,2026-02-19,Career Growth,Yes
704949,227589,2026-06-20,Career Growth,Yes
704950,227591,2020-03-23,Higher Education,Yes
704951,227619,2025-08-21,Higher Education,Yes
704952,227626,2022-02-10,Career Growth,Yes
704953,227628,2023-09-28,Personal Reasons,Yes
704954,227629,2025-12-05,Career Growth,Yes
704955,227633,2026-04-03,Career Growth,Yes
704956,227642,2023-12-15,Higher Education,Yes
704957,227649,2025-10-20,Career Growth,Yes
704958,227652,2024-05-20,Career Growth,Yes
704959,227666,2025-09-25,Personal Reasons,Yes
704960,227667,2021-01-31,Personal Reasons,Yes
704961,227668,2022-08-30,Better Opportunity,Yes
704962,227684,2025-07-02,Better Opportunity,Yes
704963,227697,2021-01-28,Personal Reasons,Yes
704964,227703,2020-10-28,Career Growth,Yes
704965,227706,2026-03-31,Compensation,Yes
704966,227714,2024-04-12,Compensation,Yes
704967,227718,2024-09-06,Better Opportunity,Yes
704968,227723,2024-10-17,Better Opportunity,Yes
704969,227731,2023-03-07,Performance Issues,No
704970,227738,2023-12-27,Compensation,Yes
704971,227739,2024-02-07,Career Growth,Yes
704972,227749,2025-02-24,Career Growth,Yes
704973,227757,2025-08-04,Compensation,Yes
704974,227760,2021-04-28,Career Growth,Yes
704975,227764,2021-11-01,Better Opportunity,Yes
704976,227765,2021-01-16,Better Opportunity,Yes
704977,227768,2023-05-08,Better Opportunity,Yes
704978,227781,2025-10-10,Better Opportunity,Yes
704979,227784,2021-08-02,Relocation,Yes
704980,227786,2022-05-08,Career Growth,Yes
704981,227787,2025-05-01,Better Opportunity,Yes
704982,227788,2024-05-11,Career Growth,Yes
704983,227789,2026-04-11,Better Opportunity,Yes
704984,227796,2025-04-21,Relocation,Yes
704985,227808,2026-04-07,Career Growth,Yes
704986,227815,2026-03-20,Better Opportunity,Yes
704987,227817,2024-04-26,Better Opportunity,Yes
704988,227821,2025-01-01,Personal Reasons,Yes
704989,227826,2019-11-29,Better Opportunity,Yes
704990,227833,2023-06-20,Better Opportunity,Yes
704991,227836,2025-06-07,Better Opportunity,Yes
704992,227840,2023-04-10,Performance Issues,No
704993,227857,2023-10-22,Career Growth,Yes
704994,227862,2024-02-06,Career Growth,Yes
704995,227863,2025-01-16,Better Opportunity,Yes
704996,227872,2021-05-19,Better Opportunity,Yes
704997,227875,2026-02-15,Compensation,Yes
704998,227878,2025-03-24,Higher Education,Yes
704999,227883,2022-01-25,Career Growth,Yes
705000,227886,2024-01-03,Compensation,Yes
705001,227893,2022-06-06,Personal Reasons,Yes
705002,227894,2025-05-06,Higher Education,Yes
705003,227896,2025-06-25,Better Opportunity,Yes
705004,227899,2021-05-21,Better Opportunity,Yes
705005,227901,2025-02-21,Better Opportunity,Yes
705006,227905,2024-05-14,Personal Reasons,Yes
705007,227915,2022-02-03,Better Opportunity,Yes
705008,227919,2024-10-25,Career Growth,Yes
705009,227925,2026-04-11,Compensation,Yes
705010,227926,2022-08-12,Personal Reasons,Yes
705011,227927,2025-02-28,Relocation,Yes
705012,227933,2020-07-26,Compensation,Yes
705013,227935,2020-02-17,Personal Reasons,Yes
705014,227937,2025-02-28,Better Opportunity,Yes
705015,227967,2023-05-07,Career Growth,Yes
705016,227969,2026-05-14,Personal Reasons,Yes
705017,227979,2022-09-13,Performance Issues,No
705018,227982,2020-03-04,Compensation,Yes
705019,227991,2023-08-04,Better Opportunity,Yes
705020,227992,2022-08-10,Better Opportunity,Yes
705021,227995,2023-08-24,Personal Reasons,Yes
705022,227998,2026-03-26,Compensation,Yes
705023,228004,2019-12-18,Career Growth,Yes
705024,228016,2026-06-11,Better Opportunity,Yes
705025,228017,2025-02-03,Better Opportunity,Yes
705026,228029,2025-03-14,Higher Education,Yes
705027,228030,2025-03-15,Performance Issues,No
705028,228060,2024-04-30,Compensation,Yes
705029,228069,2026-04-15,Performance Issues,No
705030,228070,2026-05-08,Relocation,Yes
705031,228075,2023-07-12,Personal Reasons,Yes
705032,228078,2026-03-02,Better Opportunity,Yes
705033,228086,2024-01-08,Career Growth,Yes
705034,228088,2022-01-20,Better Opportunity,Yes
705035,228090,2025-06-27,Better Opportunity,Yes
705036,228093,2023-04-08,Better Opportunity,Yes
705037,228099,2021-09-05,Personal Reasons,Yes
705038,228104,2023-10-18,Performance Issues,No
705039,228116,2022-05-06,Performance Issues,No
705040,228123,2025-12-05,Career Growth,Yes
705041,228131,2023-05-21,Career Growth,Yes
705042,228132,2023-05-01,Higher Education,Yes
705043,228134,2024-06-22,Relocation,Yes
705044,228138,2024-07-03,Better Opportunity,Yes
705045,228139,2023-06-02,Better Opportunity,Yes
705046,228150,2023-09-29,Compensation,Yes
705047,228160,2024-05-03,Better Opportunity,Yes
705048,228165,2025-01-18,Compensation,Yes
705049,228167,2026-06-29,Better Opportunity,Yes
705050,228168,2025-03-01,Relocation,Yes
705051,228174,2025-01-01,Performance Issues,No
705052,228175,2025-06-01,Performance Issues,No
705053,228180,2025-02-15,Better Opportunity,Yes
705054,228186,2019-12-04,Compensation,Yes
705055,228192,2025-10-12,Better Opportunity,Yes
705056,228193,2025-02-19,Performance Issues,No
705057,228194,2023-07-08,Better Opportunity,Yes
705058,228196,2026-03-08,Career Growth,Yes
705059,228203,2025-05-10,Better Opportunity,Yes
705060,228204,2023-12-29,Career Growth,Yes
705061,228208,2022-11-25,Personal Reasons,Yes
705062,228215,2024-06-02,Better Opportunity,Yes
705063,228219,2024-03-03,Career Growth,Yes
705064,228221,2022-12-11,Career Growth,Yes
705065,228224,2024-10-12,Career Growth,Yes
705066,228226,2022-05-05,Career Growth,Yes
705067,228230,2023-09-11,Better Opportunity,Yes
705068,228241,2025-09-04,Better Opportunity,Yes
705069,228242,2025-05-16,Career Growth,Yes
705070,228247,2024-03-04,Better Opportunity,Yes
705071,228250,2026-05-20,Career Growth,Yes
705072,228253,2024-12-13,Career Growth,Yes
705073,228259,2025-12-31,Compensation,Yes
705074,228265,2023-11-23,Personal Reasons,Yes
705075,228266,2025-01-14,Personal Reasons,Yes
705076,228267,2025-02-13,Relocation,Yes
705077,228273,2022-11-02,Better Opportunity,Yes
705078,228277,2023-10-11,Better Opportunity,Yes
705079,228303,2023-06-05,Relocation,Yes
705080,228304,2025-10-10,Personal Reasons,Yes
705081,228306,2021-08-01,Personal Reasons,Yes
705082,228314,2025-08-21,Better Opportunity,Yes
705083,228320,2022-05-11,Better Opportunity,Yes
705084,228333,2026-04-23,Better Opportunity,Yes
705085,228340,2018-12-01,Compensation,Yes
705086,228343,2024-02-26,Better Opportunity,Yes
705087,228353,2019-04-03,Career Growth,Yes
705088,228354,2026-05-20,Better Opportunity,Yes
705089,228362,2021-05-07,Better Opportunity,Yes
705090,228379,2025-03-02,Better Opportunity,Yes
705091,228380,2022-06-01,Better Opportunity,Yes
705092,228390,2026-04-28,Career Growth,Yes
705093,228407,2025-02-26,Better Opportunity,Yes
705094,228412,2025-08-15,Better Opportunity,Yes
705095,228415,2023-12-11,Better Opportunity,Yes
705096,228417,2019-10-24,Better Opportunity,Yes
705097,228420,2018-10-17,Better Opportunity,Yes
705098,228422,2025-10-23,Career Growth,Yes
705099,228426,2025-07-17,Better Opportunity,Yes
705100,228427,2026-05-14,Better Opportunity,Yes
705101,228434,2026-05-20,Better Opportunity,Yes
705102,228437,2026-02-03,Performance Issues,No
705103,228441,2025-02-11,Personal Reasons,Yes
705104,228444,2025-07-15,Compensation,Yes
705105,228450,2025-02-05,Better Opportunity,Yes
705106,228452,2026-06-11,Better Opportunity,Yes
705107,228454,2023-02-26,Compensation,Yes
705108,228468,2025-09-15,Better Opportunity,Yes
705109,228471,2025-10-25,Personal Reasons,Yes
705110,228473,2025-06-24,Relocation,Yes
705111,228480,2024-01-29,Personal Reasons,Yes
705112,228490,2021-07-04,Personal Reasons,Yes
705113,228493,2025-11-16,Career Growth,Yes
705114,228497,2026-02-20,Personal Reasons,Yes
705115,228505,2024-02-16,Personal Reasons,Yes
705116,228513,2022-06-11,Career Growth,Yes
705117,228524,2026-04-18,Compensation,Yes
705118,228536,2025-02-03,Compensation,Yes
705119,228538,2022-07-10,Career Growth,Yes
705120,228541,2023-04-27,Better Opportunity,Yes
705121,228546,2025-11-27,Better Opportunity,Yes
705122,228553,2022-05-11,Better Opportunity,Yes
705123,228556,2025-06-27,Better Opportunity,Yes
705124,228563,2024-04-25,Better Opportunity,Yes
705125,228567,2025-05-02,Better Opportunity,Yes
705126,228574,2024-05-17,Better Opportunity,Yes
705127,228578,2024-10-30,Better Opportunity,Yes
705128,228581,2026-03-23,Compensation,Yes
705129,228589,2022-03-18,Better Opportunity,Yes
705130,228599,2026-04-05,Better Opportunity,Yes
705131,228600,2024-07-12,Compensation,Yes
705132,228612,2019-05-24,Higher Education,Yes
705133,228621,2024-02-10,Better Opportunity,Yes
705134,228622,2026-05-01,Better Opportunity,Yes
705135,228637,2022-10-03,Personal Reasons,Yes
705136,228644,2025-04-06,Relocation,Yes
705137,228654,2025-11-30,Personal Reasons,Yes
705138,228656,2020-11-21,Personal Reasons,Yes
705139,228665,2026-02-27,Personal Reasons,Yes
705140,228666,2026-02-25,Better Opportunity,Yes
705141,228667,2022-01-01,Better Opportunity,Yes
705142,228671,2025-11-09,Compensation,Yes
705143,228678,2024-08-04,Compensation,Yes
705144,228684,2026-05-05,Personal Reasons,Yes
705145,228689,2023-02-06,Better Opportunity,Yes
705146,228700,2023-01-10,Career Growth,Yes
705147,228709,2024-07-31,Better Opportunity,Yes
705148,228712,2025-07-03,Career Growth,Yes
705149,228713,2022-03-02,Career Growth,Yes
705150,228717,2024-01-08,Better Opportunity,Yes
705151,228721,2025-12-01,Better Opportunity,Yes
705152,228723,2026-06-04,Better Opportunity,Yes
705153,228725,2025-09-14,Personal Reasons,Yes
705154,228730,2025-10-27,Relocation,Yes
705155,228738,2026-05-20,Personal Reasons,Yes
705156,228745,2022-06-21,Personal Reasons,Yes
705157,228748,2023-03-21,Higher Education,Yes
705158,228754,2026-05-25,Career Growth,Yes
705159,228763,2025-12-17,Personal Reasons,Yes
705160,228767,2020-12-16,Career Growth,Yes
705161,228768,2024-12-28,Compensation,Yes
705162,228781,2024-10-01,Better Opportunity,Yes
705163,228786,2025-02-11,Better Opportunity,Yes
705164,228787,2024-09-04,Better Opportunity,Yes
705165,228792,2023-03-24,Career Growth,Yes
705166,228798,2021-05-23,Better Opportunity,Yes
705167,228802,2024-10-11,Better Opportunity,Yes
705168,228810,2026-06-07,Better Opportunity,Yes
705169,228814,2024-06-04,Better Opportunity,Yes
705170,228819,2026-02-05,Personal Reasons,Yes
705171,228821,2025-12-13,Personal Reasons,Yes
705172,228828,2025-11-23,Performance Issues,No
705173,228835,2024-05-06,Career Growth,Yes
705174,228840,2025-08-08,Career Growth,Yes
705175,228841,2021-10-08,Better Opportunity,Yes
705176,228856,2026-04-01,Personal Reasons,Yes
705177,228867,2020-10-28,Career Growth,Yes
705178,228869,2021-03-11,Better Opportunity,Yes
705179,228875,2023-08-30,Personal Reasons,Yes
705180,228882,2025-01-18,Relocation,Yes
705181,228887,2023-03-23,Higher Education,Yes
705182,228890,2019-10-03,Better Opportunity,Yes
705183,228891,2026-04-26,Career Growth,Yes
705184,228894,2026-03-06,Better Opportunity,Yes
705185,228903,2021-06-20,Personal Reasons,Yes
705186,228904,2023-10-28,Better Opportunity,Yes
705187,228907,2024-05-22,Better Opportunity,Yes
705188,228925,2025-10-21,Better Opportunity,Yes
705189,228927,2025-09-01,Career Growth,Yes
705190,228935,2026-01-02,Performance Issues,No
705191,228938,2023-04-11,Career Growth,Yes
705192,228946,2026-02-17,Better Opportunity,Yes
705193,228948,2022-07-10,Personal Reasons,Yes
705194,228949,2025-03-09,Personal Reasons,Yes
705195,228950,2026-01-30,Career Growth,Yes
705196,228953,2024-06-04,Personal Reasons,Yes
705197,228957,2025-10-10,Better Opportunity,Yes
705198,228970,2026-02-25,Higher Education,Yes
705199,228978,2025-06-30,Performance Issues,No
705200,228981,2025-08-22,Performance Issues,No
705201,228982,2021-03-31,Career Growth,Yes
705202,228985,2024-12-21,Personal Reasons,Yes
705203,228989,2022-06-27,Personal Reasons,Yes
705204,228992,2025-01-30,Better Opportunity,Yes
705205,229005,2025-05-21,Better Opportunity,Yes
705206,229011,2023-10-14,Career Growth,Yes
705207,229015,2021-12-30,Better Opportunity,Yes
705208,229016,2025-08-09,Better Opportunity,Yes
705209,229022,2024-03-04,Career Growth,Yes
705210,229037,2021-08-27,Personal Reasons,Yes
705211,229040,2020-07-31,Career Growth,Yes
705212,229042,2025-09-23,Compensation,Yes
705213,229044,2021-11-08,Better Opportunity,Yes
705214,229047,2023-12-11,Personal Reasons,Yes
705215,229053,2023-04-21,Compensation,Yes
705216,229054,2024-06-14,Personal Reasons,Yes
705217,229058,2025-07-28,Compensation,Yes
705218,229061,2026-04-29,Better Opportunity,Yes
705219,229065,2024-12-11,Relocation,Yes
705220,229070,2026-03-18,Better Opportunity,Yes
705221,229071,2025-10-07,Career Growth,Yes
705222,229073,2025-05-08,Relocation,Yes
705223,229077,2026-07-04,Career Growth,Yes
705224,229085,2023-07-17,Personal Reasons,Yes
705225,229092,2026-02-06,Compensation,Yes
705226,229095,2024-07-25,Better Opportunity,Yes
705227,229096,2023-12-21,Better Opportunity,Yes
705228,229098,2024-01-20,Personal Reasons,Yes
705229,229108,2025-01-07,Career Growth,Yes
705230,229112,2023-10-11,Performance Issues,No
705231,229122,2024-08-23,Career Growth,Yes
705232,229123,2023-12-06,Personal Reasons,Yes
705233,229144,2025-07-31,Relocation,Yes
705234,229145,2024-11-25,Better Opportunity,Yes
705235,229150,2023-02-26,Career Growth,Yes
705236,229151,2025-11-21,Better Opportunity,Yes
705237,229156,2021-04-16,Compensation,Yes
705238,229168,2018-12-05,Better Opportunity,Yes
705239,229171,2024-05-02,Better Opportunity,Yes
705240,229174,2025-12-08,Better Opportunity,Yes
705241,229190,2022-10-04,Relocation,Yes
705242,229196,2026-04-01,Higher Education,Yes
705243,229207,2021-09-07,Career Growth,Yes
705244,229211,2026-05-10,Better Opportunity,Yes
705245,229222,2022-12-26,Compensation,Yes
705246,229224,2025-12-19,Better Opportunity,Yes
705247,229230,2021-11-09,Personal Reasons,Yes
705248,229232,2024-11-24,Better Opportunity,Yes
705249,229233,2025-12-23,Better Opportunity,Yes
705250,229242,2022-04-10,Performance Issues,No
705251,229247,2026-03-09,Better Opportunity,Yes
705252,229257,2025-09-05,Better Opportunity,Yes
705253,229258,2022-04-21,Compensation,Yes
705254,229265,2020-11-10,Performance Issues,No
705255,229270,2026-02-13,Better Opportunity,Yes
705256,229278,2023-09-08,Better Opportunity,Yes
705257,229279,2025-03-21,Personal Reasons,Yes
705258,229291,2022-10-14,Compensation,Yes
705259,229295,2026-01-01,Higher Education,Yes
705260,229300,2020-09-23,Better Opportunity,Yes
705261,229304,2024-08-08,Better Opportunity,Yes
705262,229311,2025-02-01,Career Growth,Yes
705263,229312,2022-06-28,Better Opportunity,Yes
705264,229324,2021-12-31,Performance Issues,No
705265,229336,2024-12-26,Better Opportunity,Yes
705266,229344,2026-04-28,Personal Reasons,Yes
705267,229347,2024-12-07,Compensation,Yes
705268,229353,2025-06-29,Career Growth,Yes
705269,229355,2023-03-01,Career Growth,Yes
705270,229372,2019-08-19,Compensation,Yes
705271,229379,2026-01-15,Career Growth,Yes
705272,229380,2025-05-12,Career Growth,Yes
705273,229389,2025-06-14,Personal Reasons,Yes
705274,229394,2021-01-13,Compensation,Yes
705275,229396,2024-06-08,Compensation,Yes
705276,229400,2024-10-06,Performance Issues,No
705277,229401,2025-05-04,Compensation,Yes
705278,229403,2022-06-16,Career Growth,Yes
705279,229409,2024-04-21,Career Growth,Yes
705280,229420,2025-07-22,Better Opportunity,Yes
705281,229421,2025-06-28,Career Growth,Yes
705282,229423,2020-04-01,Better Opportunity,Yes
705283,229430,2023-05-31,Performance Issues,No
705284,229434,2023-09-02,Compensation,Yes
705285,229435,2025-09-28,Personal Reasons,Yes
705286,229440,2019-10-29,Better Opportunity,Yes
705287,229447,2025-10-01,Personal Reasons,Yes
705288,229465,2024-09-01,Better Opportunity,Yes
705289,229474,2025-07-31,Better Opportunity,Yes
705290,229478,2026-02-09,Better Opportunity,Yes
705291,229481,2026-03-25,Personal Reasons,Yes
705292,229487,2026-06-16,Better Opportunity,Yes
705293,229488,2025-11-22,Compensation,Yes
705294,229490,2020-07-30,Better Opportunity,Yes
705295,229496,2026-02-16,Better Opportunity,Yes
705296,229497,2022-04-10,Compensation,Yes
705297,229506,2024-10-31,Compensation,Yes
705298,229507,2024-11-14,Compensation,Yes
705299,229514,2021-07-17,Higher Education,Yes
705300,229515,2026-07-02,Career Growth,Yes
705301,229525,2025-06-03,Career Growth,Yes
705302,229526,2024-10-01,Career Growth,Yes
705303,229529,2026-05-11,Career Growth,Yes
705304,229537,2024-12-05,Personal Reasons,Yes
705305,229543,2026-03-27,Better Opportunity,Yes
705306,229544,2026-03-14,Career Growth,Yes
705307,229555,2023-09-24,Better Opportunity,Yes
705308,229556,2024-09-11,Better Opportunity,Yes
705309,229566,2025-10-08,Compensation,Yes
705310,229573,2025-08-29,Career Growth,Yes
705311,229583,2025-07-11,Performance Issues,No
705312,229587,2023-10-22,Compensation,Yes
705313,229589,2025-09-30,Compensation,Yes
705314,229594,2024-02-01,Better Opportunity,Yes
705315,229608,2024-02-13,Relocation,Yes
705316,229616,2024-04-15,Better Opportunity,Yes
705317,229617,2026-07-06,Better Opportunity,Yes
705318,229620,2021-12-08,Better Opportunity,Yes
705319,229623,2019-04-17,Better Opportunity,Yes
705320,229626,2023-05-05,Personal Reasons,Yes
705321,229639,2024-04-17,Better Opportunity,Yes
705322,229645,2025-02-14,Career Growth,Yes
705323,229648,2021-08-26,Career Growth,Yes
705324,229658,2025-10-02,Better Opportunity,Yes
705325,229662,2023-12-06,Compensation,Yes
705326,229676,2026-02-07,Better Opportunity,Yes
705327,229706,2026-03-20,Compensation,Yes
705328,229709,2026-02-25,Career Growth,Yes
705329,229715,2024-08-02,Compensation,Yes
705330,229717,2023-04-08,Personal Reasons,Yes
705331,229718,2024-06-12,Career Growth,Yes
705332,229721,2023-10-25,Compensation,Yes
705333,229724,2022-06-29,Better Opportunity,Yes
705334,229730,2026-05-25,Better Opportunity,Yes
705335,229731,2025-01-13,Career Growth,Yes
705336,229735,2025-01-29,Higher Education,Yes
705337,229736,2026-03-05,Personal Reasons,Yes
705338,229737,2025-11-16,Compensation,Yes
705339,229756,2023-06-23,Better Opportunity,Yes
705340,229764,2024-09-26,Better Opportunity,Yes
705341,229777,2023-11-21,Personal Reasons,Yes
705342,229800,2020-06-18,Personal Reasons,Yes
705343,229801,2026-07-02,Compensation,Yes
705344,229805,2024-08-07,Compensation,Yes
705345,229808,2023-12-28,Career Growth,Yes
705346,229809,2022-10-17,Personal Reasons,Yes
705347,229815,2025-12-11,Better Opportunity,Yes
705348,229818,2025-06-16,Better Opportunity,Yes
705349,229820,2022-11-29,Career Growth,Yes
705350,229825,2022-12-11,Career Growth,Yes
705351,229831,2020-02-17,Career Growth,Yes
705352,229842,2024-08-08,Career Growth,Yes
705353,229846,2025-03-13,Performance Issues,No
705354,229847,2025-06-05,Higher Education,Yes
705355,229860,2020-07-12,Relocation,Yes
705356,229868,2024-02-02,Career Growth,Yes
705357,229869,2023-09-20,Performance Issues,No
705358,229886,2026-01-27,Personal Reasons,Yes
705359,229902,2024-05-17,Career Growth,Yes
705360,229905,2024-03-01,Better Opportunity,Yes
705361,229907,2023-05-31,Better Opportunity,Yes
705362,229915,2025-09-05,Better Opportunity,Yes
705363,229932,2025-11-18,Career Growth,Yes
705364,229936,2026-02-14,Personal Reasons,Yes
705365,229937,2026-03-22,Career Growth,Yes
705366,229940,2025-02-25,Compensation,Yes
705367,229946,2025-02-12,Performance Issues,No
705368,229948,2021-11-17,Career Growth,Yes
705369,229949,2025-02-08,Career Growth,Yes
705370,229950,2022-01-13,Career Growth,Yes
705371,229951,2022-08-28,Career Growth,Yes
705372,229956,2026-05-29,Career Growth,Yes
705373,229958,2026-01-25,Better Opportunity,Yes
705374,229964,2023-02-06,Better Opportunity,Yes
705375,229965,2024-07-10,Compensation,Yes
705376,229966,2024-05-12,Better Opportunity,Yes
705377,229995,2024-02-06,Better Opportunity,Yes
705378,230011,2020-05-09,Better Opportunity,Yes
705379,230013,2025-04-02,Compensation,Yes
705380,230019,2020-10-14,Better Opportunity,Yes
705381,230024,2022-04-10,Career Growth,Yes
705382,230032,2025-08-31,Better Opportunity,Yes
705383,230033,2024-10-04,Compensation,Yes
705384,230035,2023-01-20,Better Opportunity,Yes
705385,230036,2026-04-01,Better Opportunity,Yes
705386,230054,2024-10-01,Compensation,Yes
705387,230056,2026-06-05,Better Opportunity,Yes
705388,230057,2025-07-29,Career Growth,Yes
705389,230063,2024-02-12,Career Growth,Yes
705390,230072,2026-04-07,Better Opportunity,Yes
705391,230076,2025-10-19,Career Growth,Yes
705392,230078,2026-02-16,Compensation,Yes
705393,230081,2024-03-31,Better Opportunity,Yes
705394,230083,2025-11-19,Career Growth,Yes
705395,230088,2024-11-10,Better Opportunity,Yes
705396,230097,2025-01-14,Career Growth,Yes
705397,230099,2022-02-03,Compensation,Yes
705398,230101,2024-02-08,Better Opportunity,Yes
705399,230104,2021-09-13,Better Opportunity,Yes
705400,230107,2026-03-28,Performance Issues,No
705401,230109,2024-08-13,Personal Reasons,Yes
705402,230119,2022-09-03,Compensation,Yes
705403,230120,2025-12-26,Better Opportunity,Yes
705404,230125,2025-06-16,Better Opportunity,Yes
705405,230126,2024-07-10,Personal Reasons,Yes
705406,230130,2025-07-02,Compensation,Yes
705407,230131,2025-11-13,Better Opportunity,Yes
705408,230144,2024-12-22,Career Growth,Yes
705409,230153,2026-01-11,Better Opportunity,Yes
705410,230154,2020-11-26,Performance Issues,No
705411,230160,2026-04-05,Better Opportunity,Yes
705412,230165,2023-06-22,Better Opportunity,Yes
705413,230167,2023-06-06,Better Opportunity,Yes
705414,230174,2018-10-12,Better Opportunity,Yes
705415,230177,2025-11-12,Career Growth,Yes
705416,230181,2024-10-14,Better Opportunity,Yes
705417,230186,2026-04-13,Better Opportunity,Yes
705418,230188,2025-06-03,Compensation,Yes
705419,230189,2021-02-19,Better Opportunity,Yes
705420,230191,2023-09-25,Career Growth,Yes
705421,230201,2023-07-28,Personal Reasons,Yes
705422,230211,2026-05-09,Better Opportunity,Yes
705423,230220,2026-06-15,Personal Reasons,Yes
705424,230222,2026-01-15,Better Opportunity,Yes
705425,230225,2020-12-15,Better Opportunity,Yes
705426,230232,2025-11-23,Career Growth,Yes
705427,230234,2026-02-11,Better Opportunity,Yes
705428,230242,2021-04-04,Personal Reasons,Yes
705429,230248,2024-03-28,Better Opportunity,Yes
705430,230257,2021-03-27,Compensation,Yes
705431,230258,2026-03-03,Compensation,Yes
705432,230261,2024-08-31,Personal Reasons,Yes
705433,230262,2021-03-27,Better Opportunity,Yes
705434,230277,2022-03-11,Better Opportunity,Yes
705435,230282,2025-07-15,Better Opportunity,Yes
705436,230295,2020-06-19,Better Opportunity,Yes
705437,230299,2026-06-15,Better Opportunity,Yes
705438,230303,2024-08-24,Better Opportunity,Yes
705439,230308,2023-05-14,Better Opportunity,Yes
705440,230309,2026-01-13,Career Growth,Yes
705441,230319,2026-02-10,Compensation,Yes
705442,230325,2024-03-04,Relocation,Yes
705443,230328,2024-04-10,Personal Reasons,Yes
705444,230330,2025-03-21,Better Opportunity,Yes
705445,230344,2026-03-29,Better Opportunity,Yes
705446,230345,2025-10-09,Personal Reasons,Yes
705447,230362,2023-05-15,Personal Reasons,Yes
705448,230373,2026-01-22,Career Growth,Yes
705449,230388,2022-05-26,Career Growth,Yes
705450,230398,2024-12-11,Career Growth,Yes
705451,230404,2026-05-29,Higher Education,Yes
705452,230405,2025-07-13,Better Opportunity,Yes
705453,230406,2026-03-14,Better Opportunity,Yes
705454,230427,2026-02-03,Personal Reasons,Yes
705455,230437,2022-08-29,Better Opportunity,Yes
705456,230438,2022-03-06,Better Opportunity,Yes
705457,230445,2023-02-02,Career Growth,Yes
705458,230450,2025-08-17,Better Opportunity,Yes
705459,230451,2026-02-16,Career Growth,Yes
705460,230456,2024-03-27,Compensation,Yes
705461,230458,2024-02-05,Personal Reasons,Yes
705462,230466,2025-02-20,Better Opportunity,Yes
705463,230472,2026-07-08,Better Opportunity,Yes
705464,230474,2025-03-17,Personal Reasons,Yes
705465,230477,2024-09-21,Better Opportunity,Yes
705466,230491,2025-06-17,Better Opportunity,Yes
705467,230492,2026-05-01,Better Opportunity,Yes
705468,230498,2025-03-31,Better Opportunity,Yes
705469,230501,2022-04-04,Better Opportunity,Yes
705470,230513,2020-01-31,Better Opportunity,Yes
705471,230529,2026-05-06,Better Opportunity,Yes
705472,230530,2025-11-22,Career Growth,Yes
705473,230535,2020-04-08,Better Opportunity,Yes
705474,230541,2025-07-10,Better Opportunity,Yes
705475,230542,2026-01-27,Better Opportunity,Yes
705476,230543,2026-04-26,Better Opportunity,Yes
705477,230553,2026-02-07,Relocation,Yes
705478,230557,2022-08-31,Career Growth,Yes
705479,230562,2024-10-31,Better Opportunity,Yes
705480,230564,2025-01-12,Better Opportunity,Yes
705481,230567,2026-05-11,Personal Reasons,Yes
705482,230571,2023-11-17,Better Opportunity,Yes
705483,230577,2025-07-17,Career Growth,Yes
705484,230589,2026-06-16,Relocation,Yes
705485,230593,2026-05-05,Performance Issues,No
705486,230594,2025-03-01,Career Growth,Yes
705487,230599,2024-08-21,Personal Reasons,Yes
705488,230603,2026-04-29,Compensation,Yes
705489,230607,2024-04-24,Career Growth,Yes
705490,230622,2025-12-24,Better Opportunity,Yes
705491,230626,2026-05-01,Better Opportunity,Yes
705492,230631,2025-02-01,Better Opportunity,Yes
705493,230632,2025-05-14,Better Opportunity,Yes
705494,230633,2026-04-10,Career Growth,Yes
705495,230634,2026-05-03,Compensation,Yes
705496,230642,2023-02-01,Better Opportunity,Yes
705497,230645,2025-12-18,Better Opportunity,Yes
705498,230648,2025-03-18,Better Opportunity,Yes
705499,230661,2021-12-13,Career Growth,Yes
705500,230668,2023-06-20,Higher Education,Yes
705501,230673,2025-02-21,Compensation,Yes
705502,230675,2023-09-26,Personal Reasons,Yes
705503,230682,2023-09-09,Compensation,Yes
705504,230683,2023-05-03,Personal Reasons,Yes
705505,230687,2025-01-28,Better Opportunity,Yes
705506,230693,2023-08-15,Personal Reasons,Yes
705507,230694,2024-08-11,Better Opportunity,Yes
705508,230709,2026-02-25,Better Opportunity,Yes
705509,230717,2025-12-30,Career Growth,Yes
705510,230723,2025-10-19,Better Opportunity,Yes
